Subject,Code,Description
EECE,677,"3 cr.
A  course  on  synchronous  machine  modeling  and  simulation,  response  to  small 
disturbances and voltage instability. Topics include Park’s transformation, flux linkage, 
voltage and state-space equations, subtransient and transient parameters, simplified 
models of the synchronous machine, treatment of saturation, system reference frame, 
small-signal stability, power system stabilizers and bifurcation analysis. Prerequisite: 
EECE 678 or consent of instructor.
"
EECE,678,"3 cr.
A course on optimal dispatch of generation, symmetrical components and unbalanced 
faults, transient stability, control of generation, state estimation in power systems and 
power system simulation. Prerequisite: EECE 471 or consent of instructor.
"
EECE,679,"3 cr.
Topics  covered  in  the  course  include:  utility  companies  and  energy  supply,  energy 
sustainability, cogeneration systems: combined heat and power (CHP) and combined 
cycle gas turbines (CCGT), reciprocating engines, distributed generation, demand side 
management, energy analysis techniques, energy audit: types and data analysis, smart 
grids, energy-efficient rotating machines, design and performance optimization; and 
case studies. Prerequisite: EECE 370 or consent of instructor.
"
EECE,680,"3 cr.
This course provides students with an understanding of the basic principles of Antenna 
Analysis  and  Design  for  wireless  communications.  The  course  covers  an  overview  of 
the fundamental characteristics and parameters of antennas, an overview of analytical 
methods used to analyze and design antennas with application to some basic antenna 
structures  such  as  linear  antennas,  loop  antennas,  antenna  arrays  and  microstrip 
antennas. Prerequisite: EECE 380 or consent of instructor.
"
EECE,681,"3 cr.
This course provides students with an understanding of advanced antenna structures 
and  presents  an  overview  of  analytical  and  numerical  methods  used  to  analyze  and 
design these antenna structures. This course includes broadband antennas, frequency-
independent  antennas,  aperture  antennas,  horn  antennas,  microstrip  antennas  and 
reflector antennas. Students will work on a research paper on a selected antenna design 
topic. Prerequisite: EECE 680 or consent of instructor.
"
EECE,682,"3 cr.
A  course  on  time-varying  and  time-harmonic  EM  fields;  electrical  properties  of 
matter; wave propagation and polarization; construction of solutions; reflection and 
transmission;  electromagnetic  theorems  and  principles  in  particular  equivalence; 
rectangular  waveguides  and  cavities;  dielectric,  circular  and  spherical  waveguides; 
radiation from structures; scattering by wedges, cylinders and spheres; radiation from 
apertures,  and  perturbational  and  variational  techniques.  Prerequisite:  EECE  380  or 
consent of instructor.
"
EECE,683,"3 cr.
This  course  examines  the  principles  and  applications  of  numerical  techniques  for 
solving  practical  electromagnetics  problems.  It  covers  the  moment  methods,  finite 
difference  methods,  finite  element  methods  and  hybrid  methods.  The  course  also 
investigates the application of the finite-volume control method in electromagnetics.  
Prerequisite: EECE 682 or consent of instructor.
"
EECE,684,"This course focuses on the analysis and design of passive microwave circuits. It covers 
the  fundamentals  for  radio  frequency  and  microwave  engineering.  It  discusses  the 
theories of transmission lines, waveguides, impedance matching, microwave networks, 
scattering  parameters,  power  dividers,  directional  couplers,  microwave  resonators 
and  microwave  filters.  The  course  enables  students  to  study  and  analyze  their  own 
microwave network using computer-aided design tools and measurement equipment. 
Prerequisite: EECE 380 or consent of instructor.
"
EECE,685,"3 cr.
The  course  focuses  on  the  analysis  and  design  of  Radio  Frequency  circuits  and 
components. The course covers RF design techniques using transmission lines, strip 
lines,  microstrip  and  coplanar  lines.  It  covers  the  design  of  passive  and  active  RF 
devices,  including  impedance  transformers,  amplifiers,  oscillators  and  mixers.  It 
provides  understanding  of  S-parameters  and  signal-flow  graph  analysis  techniques. 
The course enables students to get hands-on experience in RF circuit design through the 
use of computer-aided design tools to simulate and analyze radio frequency circuits, 
build  them  as  part  of  a  course  project,  and  perform  measurements  in  the  lab  using 
network and spectrum analyzers. Prerequisites: EECE 311, EECE 340 and EECE 380; or 
consent of instructor.
"
EECE,691,"3 cr.
Digital  Signal  Processing  (DSP)  is  at  the  heart  of  almost  all  modern  technology. 
This  course  introduces  fundamentals  of  DSP  systems,  including  digital  IIR  and  FIR 
filter  design,  sampling  and  reconstruction,  A/
EECE D  and  D/
EECE A  conversion,  quantization, 
discrete-time  Fourier  analysis  and  fast  convolution,  spectral  analysis,  sample-rate 
conversion, filter structures and realizations, and multirate DSP and filter banks. The 
course also discusses applications of DSP in areas such as speech/
EECE audio processing, 
autonomous vehicles, and software radio. It includes a project related to DSP algorithm 
implementation on embedded processors. Prerequisite: EECE 340 or consent of instructor
"
EECE,491,"3 cr.
Digital  Signal  Processing  (DSP)  is  at  the  heart  of  almost  all  modern  technology. 
This  course  introduces  fundamentals  of  DSP  systems,  including  digital  IIR  and  FIR 
filter  design,  sampling  and  reconstruction,  A/
EECE D  and  D/
EECE A  conversion,  quantization, 
discrete-time  Fourier  analysis  and  fast  convolution,  spectral  analysis,  sample-rate 
conversion, filter structures and realizations, and multirate DSP and filter banks. The 
course also discusses applications of DSP in areas such as speech/
EECE audio processing, 
autonomous vehicles, and software radio. It includes a project related to DSP algorithm 
implementation on embedded processors. Prerequisite: EECE 340 or consent of instructor
"
EECE,691L,"3 cr.
This graduate lab is comprised of a set of lab experiments in MATLAB, C and Assembly 
covering  a  series  of  real-time  signal  processing  topics.  The  developed  laboratory 
material  is  intended  to  complement  the  digital  signal  processing  course  (EECE  691). 
Upon completion of the lab, students will have acquired the required knowledge and 
skills to develop real-time DSP systems. Prerequisite: EECE 691 or EECE 491 or consent 
of instructor. 
"
EECE,692,"An introductory course on the problems and solutions of modern computer vision. Topics 
covered include image acquisition, sampling and quantization; image segmentation; 
geometric  framework  for  vision:  single  view  and  two-views;  camera  calibration; 
stereopsis; motion and optical flow; recognition; pose estimation in perspective images.
"
MECH,642,"An introductory course on the problems and solutions of modern computer vision. Topics 
covered include image acquisition, sampling and quantization; image segmentation; 
geometric  framework  for  vision:  single  view  and  two-views;  camera  calibration; 
stereopsis; motion and optical flow; recognition; pose estimation in perspective images.
"
